cell id,Number,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
20190411_sample_8,750,20190411_slice_8,2019-04-11,Sample 8,mouse_IQNOA,2019-01-31,70,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1059907,113470,123538,7,7681,CT,L6b Col6a1,0.41,"L6b Col6a1 (40.6%), L6 CT Cpa6 (36.0%), L6 CT Pou3f2 (16.7%)","L6 CT ALM Cpa6 (70.0%), L6 CT VISp Krt80 Sla (17.0%), L6 CT ALM Nxph2 Sla (13.0%)",1592,292.87,Fede,10.0,1302.2,487.5,582.6,1607.976,y,0
20190412_sample_1,751,20190412_slice_1,2019-04-12,Sample 1,mouse_UVVCP,2019-01-31,71,F,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,1845376,1887790,282698,7,13590,Pvalb,Pvalb Kank4,0.56,"Pvalb Kank4 (55.7%), Pvalb Gpr149 (24.7%), Pvalb Egfem1 (17.6%)","Pvalb Akr1c18 Ntf3 (65.0%), Pvalb Sema3e Kank4 (32.0%)",2268,432.47,Fede,30.0,1106.2,402.8,655.9,1810.284,y,0
20190412_sample_3,752,20190412_slice_3,2019-04-12,Sample 3,mouse_UVVCP,2019-01-31,71,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1859189,105414,148362,7,7569,IT,L6 IT_2,0.55,"L6 IT_2 (55.3%), L5 IT_4 (22.0%), L6 CT Pou3f2 (7.1%)","L6 IT VISp Penk Col27a1 (94.0%), L6 IT ALM Oprk1 (6.0%)",1613,156.14,Fede,10.0,1236.1,461.7,552.6,1525.176,y,0
20190412_sample_6,753,20190412_slice_6,2019-04-12,Sample 6,mouse_UVVCP,2019-01-31,71,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,447853,167014,70951,7,4124,Pvalb,Pvalb Calb1_1,0.38,"Pvalb Calb1_1 (37.9%), Pvalb Calb1_2 (18.6%), Pvalb Gpr149 (15.3%)","Pvalb Akr1c18 Ntf3 (46.0%), Pvalb Th Sst (18.0%), Pvalb Gpr149 Islr (14.0%)",1704,45.11,Fede,15.0,1288.9,469.6,553.5,1527.66,y,0
20190415_sample_1,754,20190415_slice_1,2019-04-15,Sample 1,mouse_WYKLJ,2019-01-31,74,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV+,2546049,185409,232909,7,7070,Pvalb,Pvalb Calb1_1,0.45,"Pvalb Calb1_1 (45.4%), Pvalb Kank4 (35.1%), Pvalb Calb1_2 (11.0%)",Pvalb Sema3e Kank4 (100.0%),1663,320.84,Fede,32.0,873.8,318.5,452.0,1247.52,y,0
20190415_sample_3,755,20190415_slice_3,2019-04-15,Sample 3,mouse_WYKLJ,2019-01-31,74,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV-,2040916,332707,111656,7,5129,CT,L6 CT Grp,0.45,"L6 CT Grp (45.4%), L6 CT Cpa6 (22.3%), L6 CT Pou3f2 (19.6%)","L6 CT VISp Ctxn3 Brinp3 (54.0%), L6 CT ALM Cpa6 (20.0%), L6 CT VISp Nxph2 Wls (16.0%)",1545,113.13,Fede,15.0,889.5,331.9,486.0,1341.36,y,0
20190415_sample_4,756,20190415_slice_4,2019-04-15,Sample 4,mouse_WYKLJ,2019-01-31,74,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1234613,171384,197988,7,11051,IT,L6 IT_2,0.75,"L6 IT_2 (74.6%), L5 IT_1 (12.6%), L5 IT_4 (7.3%)","L6 IT VISp Penk Fst (58.0%), L6 IT ALM Oprk1 (28.0%), L6 IT VISp Penk Col27a1 (12.0%)",1993,431.1,Fede,25.0,1077.1,403.6,505.9,1396.284,y,0
20190415_sample_6,757,20190415_slice_6,2019-04-15,Sample 6,mouse_WYKLJ,2019-01-31,74,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,3529663,95348,130330,7,7493,CT,L6 CT Cpa6,0.72,"L6 CT Cpa6 (72.0%), L6b Col6a1 (18.6%), L6 CT Pou3f2 (3.6%)",L6 CT ALM Cpa6 (96.0%),1650,217.68,Fede,25.0,1046.8,384.3,468.8,1293.888,y,0
20190415_sample_10,759,20190415_slice_10,2019-04-15,Sample 10,mouse_WYKLJ,2019-01-31,74,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1040178,1889199,305764,7,13731,IT,L6 IT_2,0.78,"L6 IT_2 (78.0%), L6 IT_1 (21.7%)","L6 IT VISp Penk Col27a1 (93.0%), L6 IT ALM Oprk1 (7.0%)",1600,1003.15,Fede,15.0,1175.5,429.7,490.5,1353.78,y,0
20190416_sample_5,762,20190416_slice_5,2019-04-16,Sample 5,mouse_PHFLX,2019-01-01,105,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1289169,1574567,156617,7,3243,Sst,Sst Th_3,0.42,"Sst Th_3 (42.1%), Sst Th_2 (10.4%), Sst Chodl (9.9%)","Sst Nts (57.0%), Sst Rxfp1 Prdm8 (23.0%), Sst Myh8 Fibin (6.0%)",1557,100.7,Fede,40.0,1125.8,414.6,466.1,1286.436,y,0
20190416_sample_7,764,20190416_slice_7,2019-04-16,Sample 7,mouse_PHFLX,2019-01-01,105,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,750015,935723,160431,7,11714,Sncg,Sncg Calb1_2,0.51,"Sncg Calb1_2 (50.9%), Sncg Npy2r (24.1%), Sncg Calb1_1 (23.6%)",Sncg Gpr50 (100.0%),2133,374.22,Fede,10.0,1142.1,429.6,450.8,1244.208,y,0
20190416_sample_8,765,20190416_slice_8,2019-04-16,Sample 8,mouse_PHFLX,2019-01-01,105,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1601273,1497837,197827,7,6580,Pvalb,Pvalb Kank4,0.44,"Pvalb Kank4 (44.3%), Pvalb Calb1_2 (21.9%), Pvalb Calb1_1 (16.6%)","Pvalb Sema3e Kank4 (75.0%), Pvalb Akr1c18 Ntf3 (25.0%)",1551,169.42,Fede,45.0,1068,385.9,464.8,1282.848,y,0
20190416_sample_9,766,20190416_slice_9,2019-04-16,Sample 9,mouse_PHFLX,2019-01-01,105,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,2228942,112979,161647,7,10616,IT,L6 IT_2,0.98,L6 IT_2 (97.9%),"L6 IT VISp Penk Col27a1 (63.0%), L6 IT VISp Penk Fst (37.0%)",2071,226.32,Fede,12.0,1177.7,430.4,473.6,1307.136,y,0
20190416_sample_10,767,20190416_slice_10,2019-04-16,Sample 10,mouse_PHFLX,2019-01-01,105,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,2240522,1974447,275610,7,3707,CT,L6 CT Cpa6,0.48,"L6 CT Cpa6 (48.1%), L6b Col6a1 (28.1%), L6 CT Kit_1 (8.6%)","L6 CT ALM Cpa6 (37.0%), L6 CT VISp Nxph2 Wls (37.0%), L6 CT VISp Krt80 Sla (23.0%)",1566,68.22,Fede,15.0,1153.9,424.6,471.8,1302.168,y,0
20190417_sample_3,769,20190417_slice_3,2019-04-17,Sample 3,mouse_UHZDZ,2019-02-06,70,F,Sst-IRES-Cre/wt; Ai9/wt,6,5,SST-,1905031,99840,128144,7,4120,CT,L6b Kcnip1,0.84,"L6b Kcnip1 (84.0%), L6 CT Pou3f2 (5.6%), L6b Shisa6_1 (2.6%)",L6b Hsd17b2 (98.0%),1530,67.61,Fede,15.0,746.8,274.5,450.6,1243.656,y,0
20190417_sample_9,772,20190417_slice_6,2019-04-17,Sample 9,mouse_UHZDZ,2019-02-06,70,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,1716340,1921579,285597,7,3785,CT,L6 CT Cpa6,0.67,"L6 CT Cpa6 (67.4%), L6 CT Grp (18.4%), L6 CT Pou3f2 (4.3%)","L6 CT ALM Cpa6 (93.0%), L6 CT VISp Ctxn3 Sla (3.0%)",1772,48.53,Fede,39.0,1168,425.7,520.9,1437.684,y,0
20190418_sample_4,775,20190418_slice_4,2019-04-18,Sample 4,mouse_HZREI,2019-02-06,71,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,318581,103239,114723,7,6855,CT,L6 CT Cpa6,0.81,"L6 CT Cpa6 (80.6%), L6 CT Grp (11.1%), L6 CT Pou3f2 (5.9%)","L6 CT VISp Ctxn3 Brinp3 (52.0%), L6 CT ALM Cpa6 (45.0%)",1749,94.89,Fede,10.0,1110.8,402.9,491.0,1355.16,y,0
20190418_sample_5,776,20190418_slice_5,2019-04-18,Sample 5,mouse_HZREI,2019-02-06,71,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,2315019,118911,158086,7,13172,IT,L6 IT_1,1.0,L6 IT_1 (99.7%),L6 IT VISp Penk Fst (100.0%),2255,271.1,Fede,10.0,1132.5,406.6,542.4,1497.024,y,0
20190418_sample_7,777,20190418_slice_7,2019-04-18,Sample 7,mouse_HZREI,2019-02-06,71,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,1998877,3322682,327300,7,12413,CT,L6 CT Cpa6,0.89,"L6 CT Cpa6 (88.6%), L6 CT Pou3f2 (5.6%), L6 CT Grp (4.1%)",L6 CT ALM Cpa6 (100.0%),2039,441.26,Fede,10.0,1323.6,493.2,587.9,1622.604,y,0
20190418_sample_8,778,20190418_slice_8,2019-04-18,Sample 8,mouse_HZREI,2019-02-06,71,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,3525822,791895,174470,7,3669,Pvalb,Pvalb Calb1_1,0.54,"Pvalb Calb1_1 (54.3%), Pvalb Kank4 (13.3%), Pvalb Calb1_2 (12.4%)","Pvalb Akr1c18 Ntf3 (41.0%), Pvalb Sema3e Kank4 (36.0%), Pvalb Gpr149 Islr (21.0%)",1506,48.47,Fede,45.0,1205.5,435.7,513.4,1416.984,y,0
20190418_sample_9,779,20190418_slice_9,2019-04-18,Sample 9,mouse_HZREI,2019-02-06,71,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,707423,69924,76935,7,5844,CT,L6b Shisa6_1,0.64,"L6b Shisa6_1 (63.7%), L6b Ror1 (28.1%), L6b Col6a1 (6.0%)","L6b ALM Olfr111 Spon1 (57.0%), L6b ALM Olfr111 Nxph1 (41.0%)",1563,112.8,Fede,10.0,1520.5,562.5,609.7,1682.772,y,0
20190422_sample_1,781,20190422_slice_1,2019-04-22,Sample 1,mouse_DVQIA,2019-02-06,75,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1787419,1242143,215294,7,12003,Pvalb,Pvalb Kank4,0.83,"Pvalb Kank4 (82.6%), Pvalb Calb1_1 (9.3%), Pvalb Calb1_2 (7.6%)",Pvalb Sema3e Kank4 (100.0%),2311,467.37,Fede,30.0,1030.1,378.0,490.8,1354.608,y,0
20190422_sample_4,782,20190422_slice_4,2019-04-22,Sample 4,mouse_DVQIA,2019-02-06,75,F,Pvalb-Cre/wt; Ai9/wt,6,5,PV+,2374032,1199034,269223,7,4006,Pvalb,Pvalb Gpr149,0.27,"Pvalb Gpr149 (26.6%), Pvalb Calb1_2 (15.3%), Pvalb Calb1_1 (14.7%)","Pvalb Gpr149 Islr (45.0%), Pvalb Tpbg (21.0%), Pvalb Reln Tac1 (12.0%)",1582,47.33,Fede,35.0,761,286.7,425.0,1173.0,y,0
20190422_sample_6,784,20190422_slice_6,2019-04-22,Sample 6,mouse_DVQIA,2019-02-06,75,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1038896,1257230,168302,7,9392,CT,L6 CT Cpa6,0.86,"L6 CT Cpa6 (85.7%), L6 CT Pou3f2 (9.3%), L6b Col6a1 (3.6%)",L6 CT ALM Cpa6 (98.0%),1917,148.88,Fede,15.0,1288.4,459.7,553.0,1526.28,y,0
20190422_sample_7,785,20190422_slice_7,2019-04-22,Sample 7,mouse_DVQIA,2019-02-06,75,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1691980,1013049,156302,7,5621,IT,L6 IT_2,0.88,"L6 IT_2 (87.7%), L6 IT_1 (4.1%), L6 CT Cpa6 (3.0%)","L6 IT VISp Col23a1 Adamts2 (79.0%), L6 IT VISp Penk Col27a1 (12.0%), L6 IT VISp Penk Fst (6.0%)",1835,73.75,Fede,10.0,1174.8,429.2,576.0,1589.76,y,0
20190422_sample_10,787,20190422_slice_10,2019-04-22,Sample 10,mouse_DVQIA,2019-02-06,75,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1757274,1130420,225719,7,11831,CT,L6 CT Cpa6,0.89,"L6 CT Cpa6 (89.1%), L6b Col6a1 (5.9%)","L6 CT ALM Cpa6 (94.0%), L6 CT VISp Ctxn3 Sla (4.0%)",1978,228.12,Fede,10.0,1513,550.8,601.0,1658.76,y,0
20190423_sample_1,788,20190423_slice_1,2019-04-23,Sample 1,mouse_UTMPM,2019-02-06,76,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1429584,1821845,187601,7,11124,IT,L6 IT_1,0.56,"L6 IT_1 (55.9%), L6 IT_2 (32.1%), L5 IT_4 (10.6%)",L6 IT VISp Penk Fst (100.0%),2057,266.57,Fede,15.0,1234,432.7,554.0,1529.04,y,0
20190423_sample_3,789,20190423_slice_3,2019-04-23,Sample 3,mouse_UTMPM,2019-02-06,76,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1182542,1138600,166475,7,3854,CT,L6 CT Cpa6,0.73,"L6 CT Cpa6 (73.1%), L6 CT Pou3f2 (11.7%), L6 CT Grp (9.4%)","L6 CT ALM Cpa6 (86.0%), L6 CT VISp Krt80 Sla (8.0%), L6 CT VISp Nxph2 Wls (3.0%)",1602,39.47,Fede,10.0,1150.6,423.8,491.1,1355.436,y,0
20190423_sample_5,790,20190423_slice_5,2019-04-23,Sample 5,mouse_UTMPM,2019-02-06,76,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,871188,80138,107125,7,10108,CT,L6b Ror1,0.79,"L6b Ror1 (78.7%), L6b Kcnip1 (14.7%), L6b Shisa6_1 (5.6%)",L6b P2ry12 (97.0%),2112,201.84,Fede,10.0,1286.6,465.1,516.3,1424.988,y,0
20190423_sample_8,792,20190423_slice_6,2019-04-23,Sample 8,mouse_UTMPM,2019-02-06,76,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1640316,649221,137117,7,9145,Pvalb,Pvalb Il1rapl2,0.56,"Pvalb Il1rapl2 (55.6%), Pvalb Calb1_2 (35.1%), Pvalb Calb1_1 (7.7%)","Pvalb Tpbg (74.0%), Pvalb Reln Tac1 (13.0%), Pvalb Sema3e Kank4 (12.0%)",1864,146.79,Fede,35.0,1402.4,512.0,552.8,1525.728,y,0
20190423_sample_10,793,20190423_slice_8,2019-04-23,Sample 10,mouse_UTMPM,2019-02-06,76,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1299761,1481845,163273,7,10621,Pvalb,Pvalb Calb1_1,0.82,"Pvalb Calb1_1 (82.1%), Pvalb Kank4 (13.6%)",Pvalb Sema3e Kank4 (99.0%),1683,280.4,Fede,40.0,1285.3,467.1,563.5,1555.26,y,0
20190424_sample_1,794,20190424_slice_1,2019-04-24,Sample 1,mouse_NCFRS,2019-02-19,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,782998,727437,105312,7,11456,CT,L6 CT Cpa6,0.78,"L6 CT Cpa6 (78.4%), L6b Col6a1 (20.7%)","L6 CT ALM Cpa6 (63.0%), L6 CT VISp Krt80 Sla (21.0%), L6 CT ALM Nxph2 Sla (15.0%)",1624,759.99,Fede,35.0,1279.4,470.3,554.8,1531.248,y,0
20190424_sample_2,795,20190424_slice_2,2019-04-24,Sample 2,mouse_NCFRS,2019-02-19,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1011402,51816,68315,7,5672,Pvalb,Pvalb Calb1_1,0.43,"Pvalb Calb1_1 (43.3%), Pvalb Calb1_2 (38.9%), Pvalb Gpr149 (9.7%)","Pvalb Sema3e Kank4 (86.0%), Pvalb Calb1 Sst (12.0%)",1520,148.9,Fede,10.0,1126.9,410.8,500.4,1381.104,y,0
20190424_sample_3,796,20190424_slice_3,2019-04-24,Sample 3,mouse_NCFRS,2019-02-19,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1015481,1709244,173088,7,12296,CT,L6 CT Cpa6,0.88,"L6 CT Cpa6 (88.3%), L6b Col6a1 (5.3%), L6 CT Pou3f2 (3.1%)",L6 CT ALM Cpa6 (99.0%),1596,591.73,Fede,10.0,1169.4,423.3,483.7,1335.012,y,0
20190424_sample_4,797,20190424_slice_4,2019-04-24,Sample 4,mouse_NCFRS,2019-02-19,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,4205117,129280,196613,7,11593,CT,L6 CT Pou3f2,0.98,L6 CT Pou3f2 (98.4%),L6 CT ALM Nxph2 Sla (100.0%),1747,727.11,Fede,10.0,1375.5,485.5,602.5,1662.9,y,0
20190424_sample_5,798,20190424_slice_5,2019-04-24,Sample 5,mouse_NCFRS,2019-02-19,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1004540,967079,173364,7,10192,CT,L6 CT Pou3f2,0.54,"L6 CT Pou3f2 (53.6%), L6 CT Cpa6 (18.7%), L6b Col6a1 (15.0%)","L6 CT ALM Nxph2 Sla (59.0%), L6 CT ALM Cpa6 (37.0%)",1566,276.49,Fede,10.0,1337.2,478.8,618.9,1708.164,y,0
20190424_sample_6,799,20190424_slice_6,2019-04-24,Sample 6,mouse_NCFRS,2019-02-19,64,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,776824,884382,123905,7,7847,IT,L6 IT_2,0.82,"L6 IT_2 (81.9%), L5 IT_4 (8.4%), L6 IT_1 (5.6%)","L6 IT VISp Penk Fst (88.0%), L6 IT VISp Penk Col27a1 (9.0%)",1514,171.02,Fede,10.0,1420,522.0,556.0,1534.56,y,0
20190424_sample_7,800,20190424_slice_7,2019-04-24,Sample 7,mouse_NCFRS,2019-02-19,64,F,Pvalb-Cre/wt; Ai9/wt,1,1,PV-,1413984,804524,177976,7,10406,Lamp5,Lamp5 Pdlim5_1,0.82,"Lamp5 Pdlim5_1 (81.6%), Lamp5 Egln3_3 (13.3%), Lamp5 Egln3_2 (2.9%)",Lamp5 Ntn1 Npy2r (95.0%),1620,346.28,Fede,25.0,75,30.6,502.1,1385.796,y,0
20190425_sample_1,801,20190425_slice_1,2019-04-25,Sample 1,mouse_EOYBJ,2018-12-24,122,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,2609985,1659413,271084,7,13807,IT,L6 IT_2,0.81,"L6 IT_2 (81.1%), L6 IT_1 (18.0%)",L6 IT VISp Penk Col27a1 (99.0%),2185,591.36,Fede,10.0,1129.8,405.3,481.0,1327.56,y,0
20190425_sample_6,803,20190425_slice_6,2019-04-25,Sample 6,mouse_EOYBJ,2018-12-24,122,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,821638,541394,73855,7,12244,Sst,Sst Pvalb Etv1,0.42,"Sst Pvalb Etv1 (41.9%), Sst Crhr2_2 (19.0%), Sst Crhr2_1 (17.1%)","Sst Calb2 Pdlim5 (75.0%), Sst Esm1 (10.0%), Sst Crhr2 Efemp1 (9.0%)",2012,470.32,Fede,10.0,1324.5,480.7,569.3,1571.268,y,0
20190425_sample_7,804,20190425_slice_7,2019-04-25,Sample 7,mouse_EOYBJ,2018-12-24,122,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,958354,38238,59666,7,9905,IT,L6 IT_2,0.75,"L6 IT_2 (75.4%), L5 IT_4 (12.3%), L6 IT_1 (11.7%)","L6 IT VISp Penk Col27a1 (81.0%), L6 IT VISp Penk Fst (19.0%)",1871,328.2,Fede,10.0,1255.2,462.7,562.6,1552.776,y,0
20190425_sample_8,805,20190425_slice_8,2019-04-25,Sample 8,mouse_EOYBJ,2018-12-24,122,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1654867,1532159,129664,7,12019,CT,L6 CT Cpa6,0.4,"L6 CT Cpa6 (40.4%), L6 CT Pou3f2 (35.4%), L6 CT Gpr139 (23.3%)","L6 CT VISp Ctxn3 Brinp3 (47.0%), L6 CT ALM Nxph2 Sla (39.0%), L6 CT VISp Gpr139 (9.0%)",2027,385.35,Fede,10.0,1244.9,461.7,549.4,1516.344,y,0
20190425_sample_9,806,20190425_slice_9,2019-04-25,Sample 9,mouse_XRMEW,2019-02-19,65,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,2690691,714308,165460,7,8841,CT,L6 CT Cpa6,0.73,"L6 CT Cpa6 (72.6%), L6b Col6a1 (26.1%)",L6 CT ALM Cpa6 (95.0%),1551,366.29,Fede,10.0,1344.5,487.7,511.3,1411.188,y,0
20190425_sample_16,810,20190425_slice_16,2019-04-25,Sample 16,mouse_XRMEW,2019-02-19,65,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1055870,745538,164152,7,10540,IT,L6 IT_2,0.77,"L6 IT_2 (76.6%), L6 IT_1 (23.1%)","L6 IT VISp Penk Fst (87.0%), L6 IT VISp Penk Col27a1 (12.0%)",2390,251.53,Fede,10.0,1217.6,434.0,535.4,1477.704,y,0
20190429_sample_1,811,20190429_slice_1,2019-04-29,Sample 1,mouse_XAVAR,2019-02-26,62,M,Pvalb-Cre/wt; Ai9/wt,6,5,PV+,2462602,1585935,229335,8,11724,Pvalb,Pvalb Reln,0.76,"Pvalb Reln (76.0%), Pvalb Il1rapl2 (19.7%)","Pvalb Reln Itm2a (56.0%), Pvalb Tpbg (25.0%), Pvalb Reln Tac1 (19.0%)",2085,280.59,Fede,56.0,834.4,293.5,515.3,1422.228,y,0
20190429_sample_4,812,20190429_slice_4,2019-04-29,Sample 4,mouse_XAVAR,2019-02-26,62,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,3461141,1404590,215801,8,12490,Pvalb,Pvalb Calb1_2,0.5,"Pvalb Calb1_2 (50.3%), Pvalb Reln (34.9%), Pvalb Kank4 (12.9%)","Pvalb Reln Tac1 (59.0%), Pvalb Reln Itm2a (26.0%), Pvalb Sema3e Kank4 (15.0%)",2173,396.77,Fede,21.0,1168.3,427.7,531.3,1466.388,y,0
20190429_sample_5,813,20190429_slice_5,2019-04-29,Sample 5,mouse_XAVAR,2019-02-26,62,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1556417,1290228,143481,8,10980,Pvalb,Pvalb Kank4,0.76,"Pvalb Kank4 (76.0%), Pvalb Calb1_2 (12.9%), Pvalb Reln (3.7%)","Pvalb Sema3e Kank4 (94.0%), Pvalb Reln Itm2a (3.0%)",1996,303.9,Fede,35.0,1287.8,461.3,559.7,1544.772,y,0
20190429_sample_7,815,20190429_slice_7,2019-04-29,Sample 7,mouse_XAVAR,2019-02-26,62,M,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,1455611,1169020,151294,8,9936,CT,L6 CT Cpa6,0.93,"L6 CT Cpa6 (92.6%), L6 CT Grp (4.9%)","L6 CT VISp Ctxn3 Brinp3 (78.0%), L6 CT ALM Cpa6 (21.0%)",1934,202.97,Fede,12.0,1632.6,593.9,638.5,1762.26,y,0
20190430_sample_1,816,20190430_slice_1,2019-04-30,Sample 1,mouse_OQKUZ,2019-02-24,65,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,2356895,775134,178587,8,12781,Vip,Vip Mybpc1_3,0.91,"Vip Mybpc1_3 (91.1%), Vip Chat_1 (6.6%)",Vip Lect1 Oxtr (99.0%),1887,663.19,Fede,25.0,267.8,95.3,511.4,1411.464,y,0
20190430_sample_3,817,20190430_slice_3,2019-04-30,Sample 3,mouse_OQKUZ,2019-02-24,65,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,721374,658637,97533,8,8458,Vip,Vip Mybpc1_2,0.95,"Vip Mybpc1_2 (94.6%), Vip Chat_2 (1.9%)","Vip Crispld2 Htr2c (88.0%), Vip Rspo1 Itga4 (8.0%)",1550,308.55,Fede,30.0,217.7,77.7,678.7,1873.212,y,0
20190430_sample_6,820,20190430_slice_6,2019-04-30,Sample 6,mouse_OQKUZ,2019-02-24,65,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,1983326,424526,177964,8,10845,Vip,Vip Mybpc1_1,0.95,Vip Mybpc1_1 (95.3%),Vip Lmo1 Myl1 (98.0%),1593,266.55,Fede,25.0,366,132.5,523.5,1444.86,y,0
20190430_sample_7,821,20190430_slice_7,2019-04-30,Sample 7,mouse_OQKUZ,2019-02-24,65,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP-,839403,1659563,260045,8,9739,IT,L4/5 IT_1,0.88,"L4/5 IT_1 (88.3%), L4/5 IT_2 (7.4%)","L4 IT VISp Rspo1 (77.0%), L5 IT ALM Pld5 (23.0%)",1865,291.3,Fede,20.0,440.4,159.9,659.4,1819.944,y,0
20190430_sample_9,823,20190430_slice_9,2019-04-30,Sample 9,mouse_OQKUZ,2019-02-24,65,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP-,2438358,150332,194306,8,12634,IT,L2/3 IT_3,0.88,"L2/3 IT_3 (87.9%), L5 ET_2 (5.6%), L4/5 IT_2 (4.7%)","L2/3 IT VISp Agmat (66.0%), L2/3 IT ALM Macc1 Lrg1 (34.0%)",1951,501.59,Fede,15.0,263.3,94.7,592.3,1634.748,y,0
20190501_sample_1,825,20190501_slice_1,2019-05-01,Sample 1,mouse_YVQMA,2019-02-24,66,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,1916732,535453,129029,8,10145,Vip,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.4%),"Vip Crispld2 Htr2c (69.0%), Vip Crispld2 Kcne4 (31.0%)",2020,335.41,Fede,20.0,156.4,58.8,495.8,1368.408,y,0
20190501_sample_3,826,20190501_slice_3,2019-05-01,Sample 3,mouse_YVQMA,2019-02-24,66,F,Vip-IRES-Cre/wt; Ai9/wt,2/3,2/3,VIP+,1952211,582274,159500,8,7621,Vip,Vip Mybpc1_2,0.82,"Vip Mybpc1_2 (82.4%), Vip Igfbp6_2 (7.3%), Vip Mybpc1_3 (6.1%)","Vip Crispld2 Htr2c (69.0%), Vip Rspo1 Itga4 (15.0%), Vip Lect1 Oxtr (8.0%)",1873,153.42,Fede,49.0,231.6,82.9,520.0,1435.2,y,0
20190501_sample_7,830,20190501_slice_7,2019-05-01,Sample 7,mouse_BICAU,2019-01-01,120,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV+,1379479,70295,90986,8,13672,Pvalb,Pvalb Kank4,0.94,"Pvalb Kank4 (93.6%), Pvalb Il1rapl2 (1.9%)",Pvalb Sema3e Kank4 (100.0%),2110,502.7,Fede,35.0,1035.7,372.5,483.4,1334.184,y,0
20190501_sample_12,834,20190501_slice_12,2019-05-01,Sample 12,mouse_BICAU,2019-01-01,120,F,Pvalb-Cre/wt; Ai9/wt,6,6,PV-,832911,904933,156916,8,13303,IT,L5 IT_4,0.54,"L5 IT_4 (53.7%), L6 IT_1 (35.1%), L6 IT_2 (7.6%)","L5 IT VISp Col27a1 (70.0%), L6 IT VISp Penk Col27a1 (23.0%), L6 IT VISp Penk Fst (6.0%)",2322,304.45,Fede,12.0,1181.5,432.2,574.0,1584.24,y,0
